Emittance (um),Beam Radius (um),Beam Radius Fraction
25.5789,10.2925,0.5
25.5789,20.5851,1.0
25.5789,41.1701,2.0
25.5789,61.7552,3.0
25.5789,82.3402,4.0
25.5789,102.9253,5.0
25.6491,10.3066,0.5
25.6491,20.6133,1.0
25.6491,41.2266,2.0
25.6491,61.8398,3.0
25.6491,82.4531,4.0
25.6491,103.0664,5.0
25.7193,10.3207,0.5
25.7193,20.6415,1.0
25.7193,41.2829,2.0
25.7193,61.9244,3.0
25.7193,82.5658,4.0
25.7193,103.2073,5.0
25.7895,10.3348,0.5
25.7895,20.6696,1.0
25.7895,41.3392,2.0
25.7895,62.0088,3.0
25.7895,82.6784,4.0
25.7895,103.348,5.0
25.8596,10.3488,0.5
25.8596,20.6977,1.0
25.8596,41.3954,2.0
25.8596,62.0931,3.0
25.8596,82.7908,4.0
25.8596,103.4885,5.0
25.9298,10.3629,0.5
25.9298,20.7258,1.0
25.9298,41.4515,2.0
25.9298,62.1773,3.0
25.9298,82.9031,4.0
25.9298,103.6288,5.0
26.0,10.3769,0.5
26.0,20.7538,1.0
26.0,41.5076,2.0
26.0,62.2614,3.0
26.0,83.0152,4.0
26.0,103.7689,5.0
26.0702,10.3909,0.5
26.0702,20.7818,1.0
26.0702,41.5636,2.0
26.0702,62.3453,3.0
26.0702,83.1271,4.0
26.0702,103.9089,5.0
26.1404,10.4049,0.5
26.1404,20.8097,1.0
26.1404,41.6195,2.0
26.1404,62.4292,3.0
26.1404,83.2389,4.0
26.1404,104.0487,5.0
26.2105,10.4188,0.5
26.2105,20.8376,1.0
26.2105,41.6753,2.0
26.2105,62.5129,3.0
26.2105,83.3506,4.0
26.2105,104.1882,5.0
26.2807,10.4328,0.5
26.2807,20.8655,1.0
26.2807,41.731,2.0
26.2807,62.5966,3.0
26.2807,83.4621,4.0
26.2807,104.3276,5.0
26.3509,10.4467,0.5
26.3509,20.8934,1.0
26.3509,41.7867,2.0
26.3509,62.6801,3.0
26.3509,83.5734,4.0
26.3509,104.4668,5.0
26.4211,10.4606,0.5
26.4211,20.9212,1.0
26.4211,41.8423,2.0
26.4211,62.7635,3.0
26.4211,83.6846,4.0
26.4211,104.6058,5.0
26.4912,10.4745,0.5
26.4912,20.9489,1.0
26.4912,41.8979,2.0
26.4912,62.8468,3.0
26.4912,83.7957,4.0
26.4912,104.7446,5.0
26.5614,10.4883,0.5
26.5614,20.9767,1.0
26.5614,41.9533,2.0
26.5614,62.93,3.0
26.5614,83.9066,4.0
26.5614,104.8833,5.0
26.6316,10.5022,0.5
26.6316,21.0043,1.0
26.6316,42.0087,2.0
26.6316,63.013,3.0
26.6316,84.0174,4.0
26.6316,105.0217,5.0
26.7018,10.516,0.5
26.7018,21.032,1.0
26.7018,42.064,2.0
26.7018,63.096,3.0
26.7018,84.128,4.0
26.7018,105.16,5.0
26.7719,10.5298,0.5
26.7719,21.0596,1.0
26.7719,42.1192,2.0
26.7719,63.1789,3.0
26.7719,84.2385,4.0
26.7719,105.2981,5.0
26.8421,10.5436,0.5
26.8421,21.0872,1.0
26.8421,42.1744,2.0
26.8421,63.2616,3.0
26.8421,84.3488,4.0
26.8421,105.436,5.0
26.9123,10.5574,0.5
26.9123,21.1148,1.0
26.9123,42.2295,2.0
26.9123,63.3443,3.0
26.9123,84.459,4.0
26.9123,105.5738,5.0
26.9825,10.5711,0.5
26.9825,21.1423,1.0
26.9825,42.2845,2.0
26.9825,63.4268,3.0
26.9825,84.5691,4.0
26.9825,105.7113,5.0
27.0526,10.5849,0.5
27.0526,21.1697,1.0
27.0526,42.3395,2.0
27.0526,63.5092,3.0
27.0526,84.679,4.0
27.0526,105.8487,5.0
27.1228,10.5986,0.5
27.1228,21.1972,1.0
27.1228,42.3944,2.0
27.1228,63.5915,3.0
27.1228,84.7887,4.0
27.1228,105.9859,5.0
27.193,10.6123,0.5
27.193,21.2246,1.0
27.193,42.4492,2.0
27.193,63.6737,3.0
27.193,84.8983,4.0
27.193,106.1229,5.0
27.2632,10.626,0.5
27.2632,21.252,1.0
27.2632,42.5039,2.0
27.2632,63.7559,3.0
27.2632,85.0078,4.0
27.2632,106.2598,5.0
27.3333,10.6396,0.5
27.3333,21.2793,1.0
27.3333,42.5586,2.0
27.3333,63.8379,3.0
27.3333,85.1171,4.0
27.3333,106.3964,5.0
27.4035,10.6533,0.5
27.4035,21.3066,1.0
27.4035,42.6132,2.0
27.4035,63.9198,3.0
27.4035,85.2263,4.0
27.4035,106.5329,5.0
27.4737,10.6669,0.5
27.4737,21.3338,1.0
27.4737,42.6677,2.0
27.4737,64.0015,3.0
27.4737,85.3354,4.0
27.4737,106.6692,5.0
27.5439,10.6805,0.5
27.5439,21.3611,1.0
27.5439,42.7222,2.0
27.5439,64.0832,3.0
27.5439,85.4443,4.0
27.5439,106.8054,5.0
27.614,10.6941,0.5
27.614,21.3883,1.0
27.614,42.7765,2.0
27.614,64.1648,3.0
27.614,85.5531,4.0
27.614,106.9414,5.0
27.6842,10.7077,0.5
27.6842,21.4154,1.0
27.6842,42.8309,2.0
27.6842,64.2463,3.0
27.6842,85.6617,4.0
27.6842,107.0772,5.0
27.7544,10.7213,0.5
27.7544,21.4426,1.0
27.7544,42.8851,2.0
27.7544,64.3277,3.0
27.7544,85.7702,4.0
27.7544,107.2128,5.0
27.8246,10.7348,0.5
27.8246,21.4696,1.0
27.8246,42.9393,2.0
27.8246,64.4089,3.0
27.8246,85.8786,4.0
27.8246,107.3482,5.0
27.8947,10.7484,0.5
27.8947,21.4967,1.0
27.8947,42.9934,2.0
27.8947,64.4901,3.0
27.8947,85.9868,4.0
27.8947,107.4835,5.0
27.9649,10.7619,0.5
27.9649,21.5237,1.0
27.9649,43.0475,2.0
27.9649,64.5712,3.0
27.9649,86.0949,4.0
27.9649,107.6186,5.0
28.0351,10.7754,0.5
28.0351,21.5507,1.0
28.0351,43.1014,2.0
28.0351,64.6521,3.0
28.0351,86.2029,4.0
28.0351,107.7536,5.0
28.1053,10.7888,0.5
28.1053,21.5777,1.0
28.1053,43.1553,2.0
28.1053,64.733,3.0
28.1053,86.3107,4.0
28.1053,107.8884,5.0
28.1754,10.8023,0.5
28.1754,21.6046,1.0
28.1754,43.2092,2.0
28.1754,64.8138,3.0
28.1754,86.4184,4.0
28.1754,108.023,5.0
28.2456,10.8157,0.5
28.2456,21.6315,1.0
28.2456,43.263,2.0
28.2456,64.8944,3.0
28.2456,86.5259,4.0
28.2456,108.1574,5.0
28.3158,10.8292,0.5
28.3158,21.6583,1.0
28.3158,43.3167,2.0
28.3158,64.975,3.0
28.3158,86.6333,4.0
28.3158,108.2917,5.0
28.386,10.8426,0.5
28.386,21.6852,1.0
28.386,43.3703,2.0
28.386,65.0555,3.0
28.386,86.7406,4.0
28.386,108.4258,5.0
28.4561,10.856,0.5
28.4561,21.7119,1.0
28.4561,43.4239,2.0
28.4561,65.1358,3.0
28.4561,86.8478,4.0
28.4561,108.5597,5.0
28.5263,10.8694,0.5
28.5263,21.7387,1.0
28.5263,43.4774,2.0
28.5263,65.2161,3.0
28.5263,86.9548,4.0
28.5263,108.6935,5.0
28.5965,10.8827,0.5
28.5965,21.7654,1.0
28.5965,43.5308,2.0
28.5965,65.2963,3.0
28.5965,87.0617,4.0
28.5965,108.8271,5.0
28.6667,10.8961,0.5
28.6667,21.7921,1.0
28.6667,43.5842,2.0
28.6667,65.3763,3.0
28.6667,87.1685,4.0
28.6667,108.9606,5.0
28.7368,10.9094,0.5
28.7368,21.8188,1.0
28.7368,43.6375,2.0
28.7368,65.4563,3.0
28.7368,87.2751,4.0
28.7368,109.0938,5.0
28.807,10.9227,0.5
28.807,21.8454,1.0
28.807,43.6908,2.0
28.807,65.5362,3.0
28.807,87.3816,4.0
28.807,109.227,5.0
28.8772,10.936,0.5
28.8772,21.872,1.0
28.8772,43.744,2.0
28.8772,65.616,3.0
28.8772,87.4879,4.0
28.8772,109.3599,5.0
28.9474,10.9493,0.5
28.9474,21.8985,1.0
28.9474,43.7971,2.0
28.9474,65.6956,3.0
28.9474,87.5942,4.0
28.9474,109.4927,5.0
29.0175,10.9625,0.5
29.0175,21.9251,1.0
29.0175,43.8501,2.0
29.0175,65.7752,3.0
29.0175,87.7003,4.0
29.0175,109.6254,5.0
29.0877,10.9758,0.5
29.0877,21.9516,1.0
29.0877,43.9031,2.0
29.0877,65.8547,3.0
29.0877,87.8063,4.0
29.0877,109.7578,5.0
29.1579,10.989,0.5
29.1579,21.978,1.0
29.1579,43.9561,2.0
29.1579,65.9341,3.0
29.1579,87.9121,4.0
29.1579,109.8902,5.0
29.2281,11.0022,0.5
29.2281,22.0045,1.0
29.2281,44.0089,2.0
29.2281,66.0134,3.0
29.2281,88.0179,4.0
29.2281,110.0223,5.0
29.2982,11.0154,0.5
29.2982,22.0309,1.0
29.2982,44.0617,2.0
29.2982,66.0926,3.0
29.2982,88.1235,4.0
29.2982,110.1543,5.0
29.3684,11.0286,0.5
29.3684,22.0572,1.0
29.3684,44.1145,2.0
29.3684,66.1717,3.0
29.3684,88.2289,4.0
29.3684,110.2862,5.0
29.4386,11.0418,0.5
29.4386,22.0836,1.0
29.4386,44.1671,2.0
29.4386,66.2507,3.0
29.4386,88.3343,4.0
29.4386,110.4179,5.0
29.5088,11.0549,0.5
29.5088,22.1099,1.0
29.5088,44.2198,2.0
29.5088,66.3296,3.0
29.5088,88.4395,4.0
29.5088,110.5494,5.0
29.5789,11.0681,0.5
29.5789,22.1362,1.0
29.5789,44.2723,2.0
29.5789,66.4085,3.0
29.5789,88.5446,4.0
29.5789,110.6808,5.0
29.6491,11.0812,0.5
29.6491,22.1624,1.0
29.6491,44.3248,2.0
29.6491,66.4872,3.0
29.6491,88.6496,4.0
29.6491,110.812,5.0
29.7193,11.0943,0.5
29.7193,22.1886,1.0
29.7193,44.3772,2.0
29.7193,66.5658,3.0
29.7193,88.7544,4.0
29.7193,110.943,5.0
29.7895,11.1074,0.5
29.7895,22.2148,1.0
29.7895,44.4296,2.0
29.7895,66.6444,3.0
29.7895,88.8591,4.0
29.7895,111.0739,5.0
29.8596,11.1205,0.5
29.8596,22.2409,1.0
29.8596,44.4819,2.0
29.8596,66.7228,3.0
29.8596,88.9638,4.0
29.8596,111.2047,5.0
29.9298,11.1335,0.5
29.9298,22.2671,1.0
29.9298,44.5341,2.0
29.9298,66.8012,3.0
29.9298,89.0682,4.0
29.9298,111.3353,5.0
30.0,11.1466,0.5
30.0,22.2931,1.0
30.0,44.5863,2.0
30.0,66.8794,3.0
30.0,89.1726,4.0
30.0,111.4657,5.0
