Emittance Loss,Spread Loss,Energy Loss,No. Data Points
35.66884994506836,3.2486754207639024e-05,0.025832442566752434,500
11.692383766174316,4.460796117200516e-05,0.016194798052310944,600
13.345465660095215,2.843609581759665e-05,0.014252769760787487,800
15.33442211151123,3.27593443216756e-05,0.02130960114300251,1000
8.245266914367676,2.6333811547374353e-05,0.010796450078487396,1400
9.202495574951172,2.7993075491394848e-05,0.00912996381521225,1800
9.389019012451172,2.5668685339041986e-05,0.013592636212706566,2000
6.626551628112793,3.610102794482373e-05,0.007542142644524574,2400
508.8564147949219,0.002787669189274311,0.21553175151348114,100
46.96247100830078,4.232434366713278e-05,0.051636792719364166,200
21.682357788085938,0.00015826783783268183,0.020816557109355927,300
21.524112701416016,9.311469329986721e-05,0.01947353035211563,400
10.173248291015625,3.4522854548413306e-05,0.016734521836042404,500
8.644258499145508,7.368924707407132e-05,0.016574276611208916,600
20.10564422607422,3.023817225766834e-05,0.013976109214127064,800
7.5965399742126465,2.7981337552773766e-05,0.015422883443534374,1000
8.749755859375,2.586666596471332e-05,0.011715877801179886,1400
9.60379695892334,2.2192874894244596e-05,0.011841503903269768,1800
10.575519561767578,1.6717955077183433e-05,0.013170711696147919,2000
9.73742961883545,2.559926542744506e-05,0.009338452480733395,2400
